id_pedido,cliente_id,nome_cliente,email,produto,categoria,quantidade,preco_unitario,desconto,data_pedido,estado,status,avaliacao
PED-0364,CLI-3839, Diego Souza,diego.souza63@gmail.com,Webcam Logitech,Acessorios,8,4008.79,0.09,30-03-2023,sp,Cancelado,1
PED-0365,CLI-4714,Diego Souza,diego.souza63@gmail.com,Teclado Mecanico,Acessorios,6,3400.79,0.31,07/03/2023,RS,entregue,3
PED-0366,CLI-2669,Ana Silva,ana.silva65@gmail.com,Monitor LG 24,TV e Video,2,3546.7,0.06,2023-04-24,BA,pendente,6
PED-0367,CLI-1107,BRUNO COSTA,bruno.costa44@gmail.com,Monitor LG 24,Mobile,2,813.76,0.29,26/07/2023,PR,pendente,4
PED-0368,CLI-6927,BRUNO COSTA,bruno.costa19@gmail.com,Samsung TV 55,TV e Video,7,3946.72,0.03,14-04-2024,rj,Entregue,3
PED-0369,CLI-9516,ana silva,ana.silva52@gmail.com,Webcam Logitech,Eletronicos,7,3808.0,1.92,01-03-2023,PR,pendente,0
PED-0370,CLI-7627,Elisa Ferreira,elisa.ferreira11gmail.com,Tablet Samsung,Informatica,7,2258.64,0.21,28-03-2024,Rio,ENTREGUE,4
PED-0371,CLI-5979,Carla  Mendes,carla..mendes15@gmail.com,iPhone 14,TV e Video,,1595.65,0.05,2023-09-22,PR,pendente,2
PED-0372,CLI-5902, Diego Souza,diego.souza87@gmail.com,SSD 1TB,Acessorios,10,3697.45,0.04,30-06-2024,Rio,cancelado,4
PED-0373,CLI-8309,Carla  Mendes,carla..mendes52@gmail.com,Teclado Mecanico,Mobile,2,775.44,0.23,2024-03-11,GO,Cancelado,6
PED-0374,CLI-4483,Ana Silva,ana.silva96@gmail.com,SSD 1TB,Mobile,3,764.51,0.04,09-06-2024,RJ,Pendente,5
PED-0375,,Elisa Ferreira,elisa.ferreira37@gmail.com,Notebook Dell,TV e Video,3,632.82,0.05,2023-01-29,sp,entregue,1
PED-0376,CLI-8551,BRUNO COSTA,bruno.costa20@gmail.com,Webcam Logitech,Mobile,10,1583.02,0.15,2023-05-16,S P,Pendente,
PED-0377,CLI-2395, Diego Souza,diego.souza70@gmail.com,Monitor LG 24,Eletronicos,8,3692.77,0.3,13-11-2023,S P,cancelado,1
PED-0378,CLI-6249,Ana Silva,,iPhone 14,TV e Video,3,4813.76,0.17,2024-03-30,GO,ENTREGUE,
PED-0379,CLI-7672,Ana Silva,ana.silva79@gmail.com,Webcam Logitech,Acessorios,2,617.49,0.12,2023-09-19,Rio,entregue,3
PED-0380,CLI-9264,Bruno Costa,bruno.costa35gmail.com,Webcam Logitech,Acessorios,5,1908.79,0.19,31/08/2023,GO,Entregue,4
PED-0381,CLI-8306,Carla  Mendes,carla..mendes27@gmail.com,Notebook Dell,Acessorios,9,4819.2,0.31,09/05/2023,rj,ENTREGUE,N/A
PED-0382,CLI-8900,Elisa Ferreira,elisa.ferreira88@gmail.com,Monitor LG 24,Mobile,1,54.96,0.23,2023-06-21,Sao Paulo,cancelado,1
PED-0383,CLI-9270,Fabio Lima,fabio.lima88@gmail.com,Samsung TV 55,TV e Video,10,396.18,0.11,14/10/2023,Rio,devolvido,
PED-0384,CLI-1156,ana silva,ana.silva72@gmail.com,Teclado Mecanico,Informatica,8,4797.01,0.31,03-01-2023,GO,Entregue,2
PED-0385,CLI-1138,Fabio Lima,fabio.lima25@gmail.com,Monitor LG 24,Eletronicos,8,3377.62,0.27,02/01/2024,SP,Cancelado,4
PED-0386,,ana silva,ana.silva15@gmail.com,iPhone 14,TV e Video,5,4051.65,0.22,07/02/2023,sp,ENTREGUE,3
PED-0387,CLI-4143,Ana Silva,ana.silva89@gmail.com,iPhone 14,TV e Video,3,3742.57,0.0,19-06-2024,Sao Paulo,devolvido,1
PED-0388,CLI-5553,Carla  Mendes,carla..mendes58@gmail.com,Teclado Mecanico,Mobile,7,1406.48,0.35,14-02-2023,RS,Entregue,4
PED-0389,CLI-1393,Fabio Lima,fabio.lima33@gmail.com,Webcam Logitech,Eletronicos,4,1024.54,0.33,29/01/2023,RS,entregue,4
PED-0390,CLI-2065,Ana Silva,ana.silva57gmail.com,iPhone 14,TV e Video,10,2220.72,0.04,2023-03-04,GO,Entregue,1
PED-0391,CLI-8014, Diego Souza,diego.souza13@gmail.com,Mouse Logitech,Mobile,7,524.36,0.21,11/01/2023,SP,devolvido,2
PED-0392,CLI-6822, Diego Souza,diego.souza57@gmail.com,iPhone 14,Eletronicos,10,3580.83,0.05,10-05-2023,SP,entregue,0
PED-0393,CLI-1132,Carla Mendes,carla.mendes08@gmail.com,Teclado Mecanico,Acessorios,10,4431.85,0.17,18/12/2023,rj,entregue,4
PED-0394,CLI-6499,ana silva,ana.silva43@gmail.com,Fone JBL,Eletronicos,6,987.31,1.83,06-12-2023,SP,devolvido,4
PED-0395,CLI-1110,Bruno Costa,bruno.costa46gmail.com,SSD 1TB,TV e Video,4,1233.14,0.08,2024-01-20,PR,devolvido,
PED-0396,,Elisa Ferreira,elisa.ferreira13gmail.com,Notebook Dell,Eletronicos,4,1029.23,0.14,14-12-2023,GO,Entregue,6
PED-0397,CLI-3366,Carla Mendes,carla.mendes25@gmail.com,Fone JBL,Acessorios,6,3321.5,0.24,20-03-2024,RS,pendente,4
PED-0398,CLI-3071, Diego Souza,diego.souza63@gmail.com,Notebook Dell,TV e Video,10,986.06,0.07,24-02-2023,sp,Entregue,0
PED-0399,CLI-7569, Diego Souza,diego.souza84gmail.com,Teclado Mecanico,Mobile,9,2348.12,0.35,21/05/2024,BA,devolvido,5
PED-0400,CLI-6760,Ana Silva,ana.silva60@gmail.com,Webcam Logitech,Mobile,10,828.19,0.17,28/03/2023,sp,devolvido,6
PED-0401,CLI-9401,Bruno Costa,bruno.costa36@gmail.com,Teclado Mecanico,Acessorios,7,172.36,0.02,26/03/2023,RJ,pendente,4
PED-0402,,Elisa Ferreira,elisa.ferreira37@gmail.com,Teclado Mecanico,Acessorios,5,3738.8,0.33,22-05-2023,GO,Pendente,1
PED-0403,CLI-8679,BRUNO COSTA,bruno.costa44@gmail.com,SSD 1TB,TV e Video,3,4334.06,0.31,28-08-2023,BA,Pendente,4
PED-0404,CLI-6810,ana silva,ana.silva55@gmail.com,SSD 1TB,Mobile,9,199.02,2.68,10/01/2023,Rio,Cancelado,3
PED-0405,CLI-2043,Diego Souza,diego.souza61@gmail.com,Samsung TV 55,Acessorios,10,3167.7,0.04,2024-01-26,sp,Cancelado,0
PED-0406,CLI-9591,Ana Silva,ana.silva48@gmail.com,Samsung TV 55,Eletronicos,10,2468.64,0.06,2023-10-18,GO,Pendente,0
PED-0407,CLI-8778, Diego Souza,diego.souza40@gmail.com,Webcam Logitech,Mobile,2,1975.51,1.71,14/11/2023,Sao Paulo,devolvido,2
PED-0408,CLI-8476,Elisa Ferreira,elisa.ferreira51@gmail.com,Webcam Logitech,TV e Video,4,2652.99,0.1,10-02-2023,MG,Pendente,N/A
PED-0409,CLI-9810,Bruno Costa,bruno.costa90@gmail.com,SSD 1TB,Mobile,,3507.68,0.4,11/06/2023,sp,Pendente,
PED-0410,CLI-2199,BRUNO COSTA,bruno.costa49@gmail.com,iPhone 14,Eletronicos,9,3844.37,0.02,2024-06-02,BA,Pendente,3
PED-0411,CLI-5573,Carla Mendes,carla.mendes03@gmail.com,Teclado Mecanico,Mobile,8,2333.72,0.07,2024-03-24,RJ,Pendente,1
PED-0412,CLI-9566,Bruno Costa,bruno.costa50@gmail.com,Mouse Logitech,Informatica,8,-1822.53,0.02,10/08/2023,S P,entregue,4
PED-0413,CLI-2035,Bruno Costa,bruno.costa86@gmail.com,Fone JBL,Acessorios,,,0.33,15/01/2023,GO,Entregue,4
PED-0414,,Diego Souza,diego.souza59@gmail.com,Tablet Samsung,Informatica,9,2005.57,0.02,N/A,PR,pendente,N/A
PED-0415,CLI-6314,ana silva,ana.silva87@gmail.com,Mouse Logitech,TV e Video,8,4916.36,0.07,25/06/2023,MG,pendente,
PED-0416,CLI-1217, Diego Souza,diego.souza98@gmail.com,SSD 1TB,Eletronicos,6,137.36,0.3,27-08-2023,Rio,Pendente,1
PED-0417,CLI-3199,Ana Silva,ana.silva67@gmail.com,Samsung TV 55,Acessorios,,1518.24,0.09,30-03-2024,PR,entregue,
PED-0418,CLI-9543,BRUNO COSTA,bruno.costa81gmail.com,Fone JBL,Informatica,9,317.67,0.02,16-08-2023,RJ,cancelado,4
PED-0419,CLI-6103,Diego Souza,diego.souza32@gmail.com,Samsung TV 55,Eletronicos,3,2983.52,0.23,22/03/2023,PR,Cancelado,4
PED-0420,CLI-8101,BRUNO COSTA,bruno.costa03@gmail.com,Mouse Logitech,Mobile,2,4757.52,0.24,08-03-2024,RJ,Cancelado,3
PED-0421,CLI-4206,Diego Souza,diego.souza01gmail.com,Mouse Logitech,Mobile,8,1563.94,0.2,2023-12-08,Rio,pendente,N/A
PED-0422,CLI-3660,ana silva,ana.silva33@gmail.com,Teclado Mecanico,Mobile,8,1573.66,0.25,08/05/2023,RS,devolvido,1
PED-0423,CLI-3422,BRUNO COSTA,bruno.costa88@gmail.com,Webcam Logitech,Mobile,4,,0.0,29-01-2023,S P,ENTREGUE,N/A
PED-0424,CLI-9735,ana silva,ana.silva76@gmail.com,Webcam Logitech,TV e Video,2,2616.76,0.04,16-09-2023,Rio,Entregue,
PED-0425,CLI-7845,Elisa Ferreira,elisa.ferreira94@gmail.com,Samsung TV 55,Acessorios,4,4653.58,0.08,2024-05-18,MG,ENTREGUE,2
PED-0426,CLI-7697, Diego Souza,diego.souza14@gmail.com,SSD 1TB,TV e Video,4,,0.15,16/07/2023,PR,Entregue,
PED-0427,CLI-1685,Carla  Mendes,carla..mendes01@gmail.com,Notebook Dell,TV e Video,4,2415.59,0.19,08-01-2023,PR,devolvido,N/A
PED-0428,CLI-6833,Bruno Costa,bruno.costa01@gmail.com,Teclado Mecanico,Acessorios,6,4997.25,0.01,23-01-2024,Rio,ENTREGUE,0
PED-0429,,Fabio Lima,fabio.lima06@gmail.com,Mouse Logitech,Informatica,6,2286.99,0.09,2023-07-12,Sao Paulo,devolvido,2
PED-0430,CLI-3345, Diego Souza,diego.souza92@gmail.com,Teclado Mecanico,Mobile,8,4935.01,0.33,28-10-2023,RJ,Cancelado,6
PED-0431,CLI-1478,Fabio Lima,fabio.lima50@gmail.com,Samsung TV 55,Mobile,2,2436.73,0.38,2023-04-02,PR,devolvido,3
PED-0432,CLI-7252,Carla  Mendes,carla..mendes56@gmail.com,Monitor LG 24,Mobile,2,3987.93,0.04,08-03-2023,RJ,Cancelado,4
PED-0433,CLI-4110,ana silva,ana.silva41@gmail.com,iPhone 14,TV e Video,6,680.72,2.78,2023-11-15,MG,cancelado,
PED-0434,CLI-9230,Bruno Costa,bruno.costa36@gmail.com,Samsung TV 55,Acessorios,4,2524.17,0.2,05-02-2023,sp,cancelado,N/A
PED-0435,CLI-7419,Carla Mendes,carla.mendes03@gmail.com,Notebook Dell,Acessorios,3,4148.03,0.4,2023-02-23,Sao Paulo,devolvido,N/A
PED-0436,CLI-1886,Elisa Ferreira,elisa.ferreira59@gmail.com,iPhone 14,TV e Video,5,1447.7,0.12,2023-04-10,sp,devolvido,4
PED-0437,CLI-7997,Carla Mendes,carla.mendes08@gmail.com,Fone JBL,Eletronicos,6,3643.49,0.05,01/06/2023,MG,entregue,
PED-0438,CLI-3826,ana silva,ana.silva89@gmail.com,Tablet Samsung,Mobile,3,-3153.51,0.35,15/05/2024,RJ,devolvido,5
PED-0439,CLI-8856,Bruno Costa,bruno.costa76@gmail.com,SSD 1TB,Acessorios,1,644.0,0.12,N/A,Sao Paulo,Pendente,
PED-0440,CLI-9830,Bruno Costa,bruno.costa97@gmail.com,iPhone 14,TV e Video,3,2056.39,0.34,26/06/2024,RJ,ENTREGUE,1
PED-0441,CLI-3043,Fabio Lima,fabio.lima70@gmail.com,Monitor LG 24,Mobile,6,659.07,2.92,2023-09-20,Sao Paulo,entregue,5
PED-0442,CLI-4438,Ana Silva,ana.silva31gmail.com,Monitor LG 24,Mobile,3,2906.5,0.24,27-12-2023,BA,ENTREGUE,
PED-0443,CLI-5164,Carla Mendes,carla.mendes69@gmail.com,Mouse Logitech,Informatica,10,2138.97,0.29,17/06/2023,PR,cancelado,0
PED-0444,CLI-9707,Carla  Mendes,carla..mendes53gmail.com,Tablet Samsung,Informatica,7,4116.76,0.31,2023-09-11,RS,pendente,4
PED-0445,CLI-6022,BRUNO COSTA,bruno.costa13@gmail.com,Mouse Logitech,Eletronicos,2,1916.92,0.24,2023-05-07,PR,Cancelado,3
PED-0446,,Carla  Mendes,carla..mendes92@gmail.com,Teclado Mecanico,Mobile,3,1758.61,0.02,17/02/2024,GO,Cancelado,
PED-0447,CLI-8008,Diego Souza,diego.souza40@gmail.com,Fone JBL,TV e Video,7,3548.59,0.31,29/05/2024,PR,Pendente,2
PED-0448,CLI-7946,Carla Mendes,carla.mendes62@gmail.com,iPhone 14,Informatica,2,,0.16,2024-05-19,Sao Paulo,Entregue,1
PED-0449,CLI-8350,Carla  Mendes,carla..mendes29@gmail.com,Webcam Logitech,TV e Video,6,1258.92,0.38,24-06-2024,MG,pendente,N/A
PED-0450,CLI-5809,Ana Silva,ana.silva95@gmail.com,Samsung TV 55,Acessorios,2,1722.9,0.37,01/05/2023,PR,entregue,6
PED-0451,CLI-2660,Diego Souza,diego.souza11@gmail.com,Notebook Dell,Acessorios,,3096.87,2.65,10/07/2023,GO,Entregue,5
PED-0452,CLI-8198,Fabio Lima,fabio.lima96@gmail.com,Fone JBL,Mobile,7,1902.83,0.04,2023-10-03,Rio,cancelado,3
PED-0453,CLI-9119,Carla Mendes,carla.mendes42@gmail.com,Webcam Logitech,Mobile,6,4509.94,0.05,2023-09-30,GO,Pendente,1
PED-0454,CLI-1131,Elisa Ferreira,elisa.ferreira37@gmail.com,Samsung TV 55,Informatica,6,2525.0,0.29,17/12/2023,BA,ENTREGUE,5
PED-0455,CLI-3968, Diego Souza,diego.souza81@gmail.com,iPhone 14,Acessorios,4,3348.34,0.02,16-04-2023,MG,Pendente,3
PED-0456,CLI-8851,ana silva,ana.silva83gmail.com,Webcam Logitech,Eletronicos,10,1038.24,0.38,2023-08-25,RS,Cancelado,4
PED-0457,CLI-2650,Elisa Ferreira,elisa.ferreira63@gmail.com,Teclado Mecanico,Eletronicos,3,,0.27,06/08/2023,RJ,entregue,3
PED-0458,CLI-2429,Carla Mendes,carla.mendes81@gmail.com,Teclado Mecanico,Acessorios,6,3727.51,0.08,2023-10-10,S P,cancelado,2
PED-0459,CLI-7851,Elisa Ferreira,elisa.ferreira98@gmail.com,iPhone 14,TV e Video,10,1747.34,0.18,2023-06-07,RS,pendente,N/A
PED-0460,, Diego Souza,diego.souza08@gmail.com,iPhone 14,Mobile,7,2642.63,0.2,08-10-2023,Rio,Pendente,0
PED-0461,CLI-3621, Diego Souza,diego.souza90gmail.com,iPhone 14,Informatica,8,3766.1,0.2,2023-10-06,rj,devolvido,5
PED-0462,CLI-3427,Elisa Ferreira,elisa.ferreira18@gmail.com,Mouse Logitech,Informatica,,3555.86,0.4,N/A,Sao Paulo,cancelado,2
PED-0463,CLI-5831,Ana Silva,ana.silva81@gmail.com,Notebook Dell,Acessorios,10,4862.48,0.07,28-09-2023,BA,Cancelado,0
PED-0464,CLI-5403,ana silva,ana.silva20@gmail.com,Tablet Samsung,Eletronicos,7,4731.0,0.06,31/07/2023,GO,pendente,6
PED-0465,CLI-6081,Carla Mendes,carla.mendes51@gmail.com,Samsung TV 55,Mobile,3,4087.21,0.17,04-07-2023,MG,Entregue,N/A
PED-0466,CLI-1716,Bruno Costa,bruno.costa35@gmail.com,iPhone 14,TV e Video,3,3647.48,0.38,2023-01-22,SP,entregue,
PED-0467,CLI-1915,Elisa Ferreira,,iPhone 14,Informatica,3,2428.11,0.22,06/12/2023,SP,Entregue,N/A
PED-0468,CLI-2841,Bruno Costa,bruno.costa29@gmail.com,Samsung TV 55,Eletronicos,4,168.8,0.25,20-08-2023,RS,Entregue,2
PED-0469,CLI-5702,Bruno Costa,bruno.costa35@gmail.com,Notebook Dell,TV e Video,3,931.44,0.32,03-06-2023,PR,Entregue,3
PED-0470,CLI-5562,Fabio Lima,fabio.lima17@gmail.com,Samsung TV 55,Acessorios,3,1983.47,0.17,2023-03-10,RS,devolvido,N/A
PED-0471,CLI-9724,Diego Souza,diego.souza50@gmail.com,Tablet Samsung,Acessorios,3,4020.6,0.28,24-05-2024,rj,cancelado,1
PED-0472,CLI-3283,Carla Mendes,carla.mendes71@gmail.com,Fone JBL,Eletronicos,,2813.95,0.33,24/12/2023,BA,cancelado,3
PED-0473,CLI-8812,Carla Mendes,carla.mendes04@gmail.com,iPhone 14,Informatica,,3678.75,0.0,19-04-2023,BA,Entregue,N/A
PED-0474,CLI-1216,Carla Mendes,,Samsung TV 55,Informatica,8,3730.61,0.0,26-02-2024,MG,ENTREGUE,6
PED-0475,CLI-3050,ana silva,ana.silva80gmail.com,Monitor LG 24,Acessorios,10,2534.27,0.33,05-04-2023,Rio,Entregue,
PED-0476,,Elisa Ferreira,elisa.ferreira21@gmail.com,Webcam Logitech,Mobile,3,320.62,0.3,2023-04-17,S P,entregue,0
PED-0477,CLI-2527,Ana Silva,ana.silva46@gmail.com,Fone JBL,Eletronicos,4,1382.38,0.13,N/A,rj,cancelado,
PED-0478,CLI-7260,Ana Silva,ana.silva38@gmail.com,Samsung TV 55,Eletronicos,6,2066.07,0.38,2023-06-03,RJ,Entregue,4
PED-0479,CLI-6554, Diego Souza,diego.souza56gmail.com,Samsung TV 55,Informatica,9,2605.69,0.1,16/12/2023,Sao Paulo,Pendente,2
PED-0480,CLI-2428,BRUNO COSTA,bruno.costa41@gmail.com,Samsung TV 55,TV e Video,8,,0.23,13-11-2023,RJ,Cancelado,2
PED-0481,,Elisa Ferreira,elisa.ferreira52@gmail.com,Samsung TV 55,Mobile,5,4931.41,0.18,2023-05-24,Sao Paulo,ENTREGUE,
PED-0482,CLI-1130,Bruno Costa,bruno.costa38@gmail.com,Teclado Mecanico,Eletronicos,7,2554.42,0.16,28-02-2023,RJ,cancelado,2
PED-0483,CLI-4268,Bruno Costa,bruno.costa41@gmail.com,Teclado Mecanico,Mobile,8,3230.3,0.05,21/04/2023,BA,devolvido,0
PED-0484,CLI-6922,BRUNO COSTA,bruno.costa28gmail.com,Samsung TV 55,Mobile,3,-3219.07,0.11,2024-01-25,Sao Paulo,Pendente,2
PED-0485,CLI-5250,Ana Silva,ana.silva12@gmail.com,Samsung TV 55,Eletronicos,5,2055.09,0.08,2024-06-21,PR,ENTREGUE,6
PED-0486,CLI-4253, Diego Souza,diego.souza79@gmail.com,SSD 1TB,TV e Video,3,4829.67,0.01,11-01-2023,Rio,pendente,3
PED-0487,,Diego Souza,diego.souza54@gmail.com,SSD 1TB,Acessorios,2,3970.48,0.09,2024-04-06,S P,Pendente,4
PED-0488,CLI-8471,Fabio Lima,fabio.lima46@gmail.com,Tablet Samsung,Eletronicos,6,,0.37,2024-05-29,RS,Entregue,
PED-0489,CLI-2625,Bruno Costa,bruno.costa12@gmail.com,Samsung TV 55,TV e Video,10,855.15,0.2,23-03-2024,GO,Entregue,0
PED-0490,CLI-8448,Bruno Costa,bruno.costa26@gmail.com,iPhone 14,Mobile,9,,0.17,2024-03-06,RS,devolvido,N/A
PED-0491,,Ana Silva,ana.silva20@gmail.com,Notebook Dell,Acessorios,4,2562.43,0.13,29-02-2024,rj,pendente,N/A
PED-0492,CLI-7396,Carla Mendes,carla.mendes52@gmail.com,Fone JBL,TV e Video,7,1003.67,0.04,2024-03-15,GO,cancelado,0
PED-0493,CLI-1420, Diego Souza,diego.souza20gmail.com,iPhone 14,TV e Video,7,4223.0,0.01,2023-11-27,RJ,Pendente,6
PED-0494,CLI-5505,Carla Mendes,carla.mendes81gmail.com,Teclado Mecanico,Informatica,4,3279.99,0.18,23/01/2024,RJ,Entregue,2
PED-0495,CLI-1359,BRUNO COSTA,bruno.costa81gmail.com,Samsung TV 55,Acessorios,5,4478.29,0.25,01/08/2023,GO,pendente,3
PED-0496,CLI-8928, Diego Souza,diego.souza70gmail.com,Samsung TV 55,Acessorios,1,4523.01,1.53,01/05/2023,PR,Entregue,0
PED-0497,CLI-4264,Fabio Lima,fabio.lima91@gmail.com,Samsung TV 55,Informatica,6,618.2,0.17,10/05/2023,Rio,devolvido,4
PED-0498,CLI-8992,BRUNO COSTA,bruno.costa55@gmail.com,Mouse Logitech,Informatica,4,3450.93,0.24,2023-11-16,RS,Entregue,
PED-0499,CLI-9691,Ana Silva,ana.silva15@gmail.com,Teclado Mecanico,Eletronicos,8,,0.1,24/02/2024,MG,pendente,
PED-0500,CLI-4811,ana silva,ana.silva37@gmail.com,Teclado Mecanico,Informatica,6,-655.4,0.29,21-04-2024,RJ,Cancelado,2
PED-0501,CLI-3033, Diego Souza,diego.souza42@gmail.com,Webcam Logitech,Mobile,6,4076.3,0.01,17/02/2023,SP,Cancelado,1
PED-0502,CLI-7800,Elisa Ferreira,elisa.ferreira41@gmail.com,Mouse Logitech,Informatica,7,233.19,1.95,2023-01-17,rj,pendente,6
PED-0503,CLI-4708,Diego Souza,diego.souza93@gmail.com,iPhone 14,Acessorios,10,558.58,0.37,27-11-2023,rj,entregue,5
PED-0504,CLI-3257,Bruno Costa,bruno.costa17@gmail.com,Notebook Dell,Eletronicos,1,4738.37,0.25,24/01/2024,S P,Pendente,0
PED-0505,CLI-6783,Diego Souza,diego.souza85@gmail.com,Tablet Samsung,Mobile,8,4882.93,0.03,28/09/2023,Rio,Entregue,4
PED-0111,CLI-6108,Carla Mendes,carla.mendes65@gmail.com,SSD 1TB,Mobile,4,2463.85,0.39,10/06/2024,RS,Pendente,0
PED-0507,CLI-2755,Diego Souza,diego.souza03@gmail.com,Webcam Logitech,Informatica,2,1425.3,0.26,2023-04-15,SP,devolvido,5
PED-0508,,ana silva,ana.silva94@gmail.com,Monitor LG 24,Eletronicos,6,2185.79,0.07,24/02/2023,BA,Pendente,6
PED-0509,CLI-2655, Diego Souza,diego.souza90@gmail.com,iPhone 14,Eletronicos,,4796.91,0.29,2023-09-30,RJ,cancelado,5
PED-0510,CLI-8811,Diego Souza,diego.souza22@gmail.com,Samsung TV 55,Informatica,,3202.65,0.36,09-07-2023,MG,pendente,1
PED-0511,CLI-8763,BRUNO COSTA,,Webcam Logitech,Acessorios,1,928.7,0.33,10-01-2023,SP,Cancelado,3
PED-0512,CLI-6968,Fabio Lima,fabio.lima39@gmail.com,iPhone 14,Eletronicos,5,4029.27,0.05,21-09-2023,Sao Paulo,devolvido,1
PED-0513,CLI-2462,ana silva,ana.silva82@gmail.com,Webcam Logitech,Informatica,3,,0.39,17/03/2024,Sao Paulo,devolvido,3
PED-0514,CLI-3014,BRUNO COSTA,bruno.costa73@gmail.com,Teclado Mecanico,Acessorios,7,2966.28,0.39,16-06-2024,PR,Entregue,3
PED-0515,CLI-4560, Diego Souza,diego.souza16gmail.com,Samsung TV 55,TV e Video,5,3137.79,1.88,2023-10-29,GO,pendente,
PED-0516,CLI-5764,BRUNO COSTA,bruno.costa46@gmail.com,Monitor LG 24,TV e Video,3,4770.74,0.16,18-03-2024,GO,Pendente,5
PED-0517,CLI-4268,Bruno Costa,bruno.costa39@gmail.com,Tablet Samsung,Acessorios,3,2841.34,0.15,24/07/2023,rj,ENTREGUE,N/A
PED-0453,CLI-7896,Carla Mendes,carla.mendes79@gmail.com,Teclado Mecanico,TV e Video,6,2368.48,0.05,N/A,S P,pendente,5
PED-0403,CLI-2753,Bruno Costa,bruno.costa38@gmail.com,Samsung TV 55,Mobile,1,2340.9,0.3,2023-03-28,SP,Entregue,1
PED-0520,CLI-1105, Diego Souza,diego.souza89@gmail.com,Monitor LG 24,Informatica,9,3715.1,0.21,08/06/2023,MG,Entregue,2
PED-0521,CLI-8194, Diego Souza,diego.souza16@gmail.com,Monitor LG 24,Mobile,7,325.48,0.33,29-08-2023,MG,ENTREGUE,3
PED-0522,CLI-7321,Bruno Costa,bruno.costa60@gmail.com,Monitor LG 24,Informatica,8,2428.31,0.18,12-01-2024,SP,Cancelado,1
PED-0523,CLI-3593,Carla  Mendes,carla..mendes27@gmail.com,Notebook Dell,TV e Video,8,261.03,0.07,N/A,GO,Entregue,
PED-0524,CLI-3955,Carla  Mendes,carla..mendes85@gmail.com,Samsung TV 55,Acessorios,5,,0.23,10/05/2024,RS,pendente,2
PED-0163,CLI-3850,ana silva,ana.silva97@gmail.com,Fone JBL,Eletronicos,2,2522.2,0.05,2023-08-31,SP,Cancelado,2
PED-0526,CLI-8168,Diego Souza,diego.souza26@gmail.com,Teclado Mecanico,TV e Video,1,4621.58,2.94,2023-07-24,rj,cancelado,2
PED-0527,CLI-4399,BRUNO COSTA,bruno.costa65@gmail.com,Samsung TV 55,Eletronicos,6,3883.21,0.32,24/06/2024,rj,ENTREGUE,N/A
PED-0528,CLI-5749,Elisa Ferreira,elisa.ferreira50@gmail.com,Tablet Samsung,Eletronicos,3,3922.82,0.03,2023-12-05,MG,Cancelado,0
PED-0529,CLI-6538,Diego Souza,diego.souza43@gmail.com,Monitor LG 24,Acessorios,7,3112.29,0.37,N/A,BA,pendente,1
PED-0530,CLI-2320,BRUNO COSTA,,iPhone 14,TV e Video,10,-3530.3,0.2,02-03-2024,SP,devolvido,N/A
PED-0531,CLI-1296,Ana Silva,ana.silva50@gmail.com,Fone JBL,Eletronicos,1,180.45,0.22,24-01-2024,GO,Pendente,2
PED-0532,CLI-9785,Ana Silva,ana.silva93@gmail.com,Teclado Mecanico,Acessorios,4,1748.47,0.18,2023-01-11,SP,ENTREGUE,
PED-0533,CLI-6848,Diego Souza,diego.souza57@gmail.com,Fone JBL,Acessorios,3,3050.31,0.35,14-09-2023,rj,Cancelado,5
PED-0534,CLI-3246,Carla  Mendes,carla..mendes30@gmail.com,Monitor LG 24,TV e Video,2,317.29,0.29,2023-10-14,RJ,pendente,1
PED-0535,CLI-7290,ana silva,ana.silva50@gmail.com,SSD 1TB,Mobile,2,155.38,0.26,2023-11-04,GO,ENTREGUE,5
PED-0357,CLI-8111,Ana Silva,ana.silva14@gmail.com,Notebook Dell,TV e Video,6,4617.36,0.34,29/01/2023,Sao Paulo,Cancelado,6
PED-0537,CLI-5495,Diego Souza,diego.souza99@gmail.com,Tablet Samsung,TV e Video,5,854.62,0.25,2023-05-16,GO,entregue,5
PED-0538,CLI-1145,Fabio Lima,fabio.lima62@gmail.com,Tablet Samsung,Eletronicos,2,1569.13,0.23,N/A,GO,entregue,0
PED-0539,CLI-1812,Ana Silva,ana.silva24@gmail.com,iPhone 14,Mobile,3,1327.13,0.02,21-08-2023,S P,pendente,1
PED-0540,CLI-9305,Carla  Mendes,carla..mendes10@gmail.com,Mouse Logitech,Acessorios,1,3408.02,0.03,29/08/2023,RS,Pendente,5
PED-0541,,Carla Mendes,carla.mendes76gmail.com,Teclado Mecanico,TV e Video,6,1708.18,0.38,N/A,RS,pendente,1
PED-0542,CLI-9646, Diego Souza,diego.souza61@gmail.com,Samsung TV 55,Mobile,2,4778.14,0.08,04-03-2024,RS,Cancelado,4
PED-0543,CLI-9284,Fabio Lima,fabio.lima84@gmail.com,Teclado Mecanico,Informatica,8,1608.34,0.23,24/02/2024,GO,cancelado,3
PED-0544,CLI-9274, Diego Souza,diego.souza64@gmail.com,Fone JBL,Mobile,10,3346.22,0.01,2023-05-01,MG,devolvido,5
PED-0545,CLI-9672,ana silva,ana.silva46@gmail.com,SSD 1TB,Eletronicos,3,-4353.82,0.05,2023-03-16,BA,Cancelado,
