id_pedido,cliente_id,nome_cliente,email,produto,categoria,quantidade,preco_unitario,desconto,data_pedido,estado,status,avaliacao
PED-0388,CLI-5553,Carla  Mendes,carla..mendes58@gmail.com,Teclado Mecanico,Mobile,7,1406.48,0.35,2023-02-14,RS,ENTREGUE,4.0
PED-0389,CLI-1393,Fabio Lima,fabio.lima33@gmail.com,Webcam Logitech,Eletronicos,4,1024.54,0.33,2023-01-29,RS,ENTREGUE,4.0
PED-0390,CLI-2065,Ana Silva,ana.silva57gmail.com,iPhone 14,TV e Video,10,2220.72,0.04,2023-03-04,GO,ENTREGUE,1.0
PED-0391,CLI-8014, Diego Souza,diego.souza13@gmail.com,Mouse Logitech,Mobile,7,524.36,0.21,2023-11-01,SP,DEVOLVIDO,2.0
PED-0392,CLI-6822, Diego Souza,diego.souza57@gmail.com,iPhone 14,Eletronicos,10,3580.83,0.05,2023-10-05,SP,ENTREGUE,0.0
PED-0393,CLI-1132,Carla Mendes,carla.mendes08@gmail.com,Teclado Mecanico,Acessorios,10,4431.85,0.17,2023-12-18,RJ,ENTREGUE,4.0
PED-0394,CLI-6499,Ana Silva,ana.silva43@gmail.com,Fone JBL,Eletronicos,6,987.31,,2023-06-12,SP,DEVOLVIDO,4.0
PED-0395,CLI-1110,Bruno Costa,bruno.costa46gmail.com,SSD 1TB,TV e Video,4,1233.14,0.08,2024-01-20,PR,DEVOLVIDO,0.0
PED-0396,CLI-N/I,Elisa Ferreira,elisa.ferreira13gmail.com,Notebook Dell,Eletronicos,4,1029.23,0.14,2023-12-14,GO,ENTREGUE,6.0
PED-0397,CLI-3366,Carla Mendes,carla.mendes25@gmail.com,Fone JBL,Acessorios,6,3321.5,0.24,2024-03-20,RS,PENDENTE,4.0
PED-0398,CLI-3071, Diego Souza,diego.souza63@gmail.com,Notebook Dell,TV e Video,10,986.06,0.07,2023-02-24,SP,ENTREGUE,0.0
PED-0399,CLI-7569, Diego Souza,diego.souza84gmail.com,Teclado Mecanico,Mobile,9,2348.12,0.35,2024-05-21,BA,DEVOLVIDO,5.0
PED-0400,CLI-6760,Ana Silva,ana.silva60@gmail.com,Webcam Logitech,Mobile,10,828.19,0.17,2023-03-28,SP,DEVOLVIDO,6.0
PED-0401,CLI-9401,Bruno Costa,bruno.costa36@gmail.com,Teclado Mecanico,Acessorios,7,172.36,0.02,2023-03-26,RJ,PENDENTE,4.0
PED-0402,CLI-N/I,Elisa Ferreira,elisa.ferreira37@gmail.com,Teclado Mecanico,Acessorios,5,3738.8,0.33,2023-05-22,GO,PENDENTE,1.0
PED-0403,CLI-8679,Bruno Costa,bruno.costa44@gmail.com,SSD 1TB,TV e Video,3,4334.06,0.31,2023-08-28,BA,PENDENTE,4.0
PED-0404,CLI-6810,Ana Silva,ana.silva55@gmail.com,SSD 1TB,Mobile,9,199.02,,2023-10-01,RJ,CANCELADO,3.0
PED-0405,CLI-2043,Diego Souza,diego.souza61@gmail.com,Samsung TV 55,Acessorios,10,3167.7,0.04,2024-01-26,SP,CANCELADO,0.0
PED-0406,CLI-9591,Ana Silva,ana.silva48@gmail.com,Samsung TV 55,Eletronicos,10,2468.64,0.06,2023-10-18,GO,PENDENTE,0.0
PED-0407,CLI-8778, Diego Souza,diego.souza40@gmail.com,Webcam Logitech,Mobile,2,1975.51,,2023-11-14,SP,DEVOLVIDO,2.0
PED-0408,CLI-8476,Elisa Ferreira,elisa.ferreira51@gmail.com,Webcam Logitech,TV e Video,4,2652.99,0.1,2023-10-02,MG,PENDENTE,0.0
PED-0410,CLI-2199,Bruno Costa,bruno.costa49@gmail.com,iPhone 14,Eletronicos,9,3844.37,0.02,2024-06-02,BA,PENDENTE,3.0
PED-0411,CLI-5573,Carla Mendes,carla.mendes03@gmail.com,Teclado Mecanico,Mobile,8,2333.72,0.07,2024-03-24,RJ,PENDENTE,1.0
PED-0412,CLI-9566,Bruno Costa,bruno.costa50@gmail.com,Mouse Logitech,Informatica,8,1822.53,0.02,2023-10-08,SP,ENTREGUE,4.0
PED-0414,CLI-N/I,Diego Souza,diego.souza59@gmail.com,Tablet Samsung,Informatica,9,2005.57,0.02,,PR,PENDENTE,0.0
PED-0415,CLI-6314,Ana Silva,ana.silva87@gmail.com,Mouse Logitech,TV e Video,8,4916.36,0.07,2023-06-25,MG,PENDENTE,0.0
PED-0416,CLI-1217, Diego Souza,diego.souza98@gmail.com,SSD 1TB,Eletronicos,6,137.36,0.3,2023-08-27,RJ,PENDENTE,1.0
PED-0418,CLI-9543,Bruno Costa,bruno.costa81gmail.com,Fone JBL,Informatica,9,317.67,0.02,2023-08-16,RJ,CANCELADO,4.0
PED-0419,CLI-6103,Diego Souza,diego.souza32@gmail.com,Samsung TV 55,Eletronicos,3,2983.52,0.23,2023-03-22,PR,CANCELADO,4.0
PED-0420,CLI-8101,Bruno Costa,bruno.costa03@gmail.com,Mouse Logitech,Mobile,2,4757.52,0.24,2024-08-03,RJ,CANCELADO,3.0
PED-0421,CLI-4206,Diego Souza,diego.souza01gmail.com,Mouse Logitech,Mobile,8,1563.94,0.2,2023-12-08,RJ,PENDENTE,0.0
PED-0422,CLI-3660,Ana Silva,ana.silva33@gmail.com,Teclado Mecanico,Mobile,8,1573.66,0.25,2023-08-05,RS,DEVOLVIDO,1.0
PED-0424,CLI-9735,Ana Silva,ana.silva76@gmail.com,Webcam Logitech,TV e Video,2,2616.76,0.04,2023-09-16,RJ,ENTREGUE,0.0
PED-0425,CLI-7845,Elisa Ferreira,elisa.ferreira94@gmail.com,Samsung TV 55,Acessorios,4,4653.58,0.08,2024-05-18,MG,ENTREGUE,2.0
PED-0427,CLI-1685,Carla  Mendes,carla..mendes01@gmail.com,Notebook Dell,TV e Video,4,2415.59,0.19,2023-08-01,PR,DEVOLVIDO,0.0
PED-0428,CLI-6833,Bruno Costa,bruno.costa01@gmail.com,Teclado Mecanico,Acessorios,6,4997.25,0.01,2024-01-23,RJ,ENTREGUE,0.0
PED-0429,CLI-N/I,Fabio Lima,fabio.lima06@gmail.com,Mouse Logitech,Informatica,6,2286.99,0.09,2023-07-12,SP,DEVOLVIDO,2.0
PED-0430,CLI-3345, Diego Souza,diego.souza92@gmail.com,Teclado Mecanico,Mobile,8,4935.01,0.33,2023-10-28,RJ,CANCELADO,6.0
PED-0431,CLI-1478,Fabio Lima,fabio.lima50@gmail.com,Samsung TV 55,Mobile,2,2436.73,0.38,2023-04-02,PR,DEVOLVIDO,3.0
PED-0432,CLI-7252,Carla  Mendes,carla..mendes56@gmail.com,Monitor LG 24,Mobile,2,3987.93,0.04,2023-08-03,RJ,CANCELADO,4.0
PED-0433,CLI-4110,Ana Silva,ana.silva41@gmail.com,iPhone 14,TV e Video,6,680.72,,2023-11-15,MG,CANCELADO,0.0
PED-0434,CLI-9230,Bruno Costa,bruno.costa36@gmail.com,Samsung TV 55,Acessorios,4,2524.17,0.2,2023-05-02,SP,CANCELADO,0.0
PED-0435,CLI-7419,Carla Mendes,carla.mendes03@gmail.com,Notebook Dell,Acessorios,3,4148.03,0.4,2023-02-23,SP,DEVOLVIDO,0.0
PED-0436,CLI-1886,Elisa Ferreira,elisa.ferreira59@gmail.com,iPhone 14,TV e Video,5,1447.7,0.12,2023-04-10,SP,DEVOLVIDO,4.0
PED-0437,CLI-7997,Carla Mendes,carla.mendes08@gmail.com,Fone JBL,Eletronicos,6,3643.49,0.05,2023-01-06,MG,ENTREGUE,0.0
PED-0438,CLI-3826,Ana Silva,ana.silva89@gmail.com,Tablet Samsung,Mobile,3,3153.51,0.35,2024-05-15,RJ,DEVOLVIDO,5.0
PED-0439,CLI-8856,Bruno Costa,bruno.costa76@gmail.com,SSD 1TB,Acessorios,1,644.0,0.12,,SP,PENDENTE,0.0
PED-0440,CLI-9830,Bruno Costa,bruno.costa97@gmail.com,iPhone 14,TV e Video,3,2056.39,0.34,2024-06-26,RJ,ENTREGUE,1.0
PED-0441,CLI-3043,Fabio Lima,fabio.lima70@gmail.com,Monitor LG 24,Mobile,6,659.07,,2023-09-20,SP,ENTREGUE,5.0
PED-0442,CLI-4438,Ana Silva,ana.silva31gmail.com,Monitor LG 24,Mobile,3,2906.5,0.24,2023-12-27,BA,ENTREGUE,0.0
PED-0443,CLI-5164,Carla Mendes,carla.mendes69@gmail.com,Mouse Logitech,Informatica,10,2138.97,0.29,2023-06-17,PR,CANCELADO,0.0
PED-0444,CLI-9707,Carla  Mendes,carla..mendes53gmail.com,Tablet Samsung,Informatica,7,4116.76,0.31,2023-09-11,RS,PENDENTE,4.0
PED-0445,CLI-6022,Bruno Costa,bruno.costa13@gmail.com,Mouse Logitech,Eletronicos,2,1916.92,0.24,2023-05-07,PR,CANCELADO,3.0
PED-0446,CLI-N/I,Carla  Mendes,carla..mendes92@gmail.com,Teclado Mecanico,Mobile,3,1758.61,0.02,2024-02-17,GO,CANCELADO,0.0
PED-0447,CLI-8008,Diego Souza,diego.souza40@gmail.com,Fone JBL,TV e Video,7,3548.59,0.31,2024-05-29,PR,PENDENTE,2.0
PED-0449,CLI-8350,Carla  Mendes,carla..mendes29@gmail.com,Webcam Logitech,TV e Video,6,1258.92,0.38,2024-06-24,MG,PENDENTE,0.0
PED-0450,CLI-5809,Ana Silva,ana.silva95@gmail.com,Samsung TV 55,Acessorios,2,1722.9,0.37,2023-01-05,PR,ENTREGUE,6.0
PED-0452,CLI-8198,Fabio Lima,fabio.lima96@gmail.com,Fone JBL,Mobile,7,1902.83,0.04,2023-10-03,RJ,CANCELADO,3.0
PED-0453,CLI-9119,Carla Mendes,carla.mendes42@gmail.com,Webcam Logitech,Mobile,6,4509.94,0.05,2023-09-30,GO,PENDENTE,1.0
PED-0454,CLI-1131,Elisa Ferreira,elisa.ferreira37@gmail.com,Samsung TV 55,Informatica,6,2525.0,0.29,2023-12-17,BA,ENTREGUE,5.0
PED-0455,CLI-3968, Diego Souza,diego.souza81@gmail.com,iPhone 14,Acessorios,4,3348.34,0.02,2023-04-16,MG,PENDENTE,3.0
PED-0456,CLI-8851,Ana Silva,ana.silva83gmail.com,Webcam Logitech,Eletronicos,10,1038.24,0.38,2023-08-25,RS,CANCELADO,4.0
PED-0458,CLI-2429,Carla Mendes,carla.mendes81@gmail.com,Teclado Mecanico,Acessorios,6,3727.51,0.08,2023-10-10,SP,CANCELADO,2.0
PED-0459,CLI-7851,Elisa Ferreira,elisa.ferreira98@gmail.com,iPhone 14,TV e Video,10,1747.34,0.18,2023-06-07,RS,PENDENTE,0.0
PED-0460,CLI-N/I, Diego Souza,diego.souza08@gmail.com,iPhone 14,Mobile,7,2642.63,0.2,2023-08-10,RJ,PENDENTE,0.0
PED-0461,CLI-3621, Diego Souza,diego.souza90gmail.com,iPhone 14,Informatica,8,3766.1,0.2,2023-10-06,RJ,DEVOLVIDO,5.0
PED-0463,CLI-5831,Ana Silva,ana.silva81@gmail.com,Notebook Dell,Acessorios,10,4862.48,0.07,2023-09-28,BA,CANCELADO,0.0
PED-0464,CLI-5403,Ana Silva,ana.silva20@gmail.com,Tablet Samsung,Eletronicos,7,4731.0,0.06,2023-07-31,GO,PENDENTE,6.0
PED-0465,CLI-6081,Carla Mendes,carla.mendes51@gmail.com,Samsung TV 55,Mobile,3,4087.21,0.17,2023-04-07,MG,ENTREGUE,0.0
PED-0466,CLI-1716,Bruno Costa,bruno.costa35@gmail.com,iPhone 14,TV e Video,3,3647.48,0.38,2023-01-22,SP,ENTREGUE,0.0
PED-0467,CLI-1915,Elisa Ferreira,,iPhone 14,Informatica,3,2428.11,0.22,2023-06-12,SP,ENTREGUE,0.0
PED-0468,CLI-2841,Bruno Costa,bruno.costa29@gmail.com,Samsung TV 55,Eletronicos,4,168.8,0.25,2023-08-20,RS,ENTREGUE,2.0
PED-0469,CLI-5702,Bruno Costa,bruno.costa35@gmail.com,Notebook Dell,TV e Video,3,931.44,0.32,2023-03-06,PR,ENTREGUE,3.0
PED-0470,CLI-5562,Fabio Lima,fabio.lima17@gmail.com,Samsung TV 55,Acessorios,3,1983.47,0.17,2023-03-10,RS,DEVOLVIDO,0.0
PED-0471,CLI-9724,Diego Souza,diego.souza50@gmail.com,Tablet Samsung,Acessorios,3,4020.6,0.28,2024-05-24,RJ,CANCELADO,1.0
PED-0474,CLI-1216,Carla Mendes,,Samsung TV 55,Informatica,8,3730.61,0.0,2024-02-26,MG,ENTREGUE,6.0
PED-0475,CLI-3050,Ana Silva,ana.silva80gmail.com,Monitor LG 24,Acessorios,10,2534.27,0.33,2023-05-04,RJ,ENTREGUE,0.0
PED-0476,CLI-N/I,Elisa Ferreira,elisa.ferreira21@gmail.com,Webcam Logitech,Mobile,3,320.62,0.3,2023-04-17,SP,ENTREGUE,0.0
PED-0477,CLI-2527,Ana Silva,ana.silva46@gmail.com,Fone JBL,Eletronicos,4,1382.38,0.13,,RJ,CANCELADO,0.0
PED-0478,CLI-7260,Ana Silva,ana.silva38@gmail.com,Samsung TV 55,Eletronicos,6,2066.07,0.38,2023-06-03,RJ,ENTREGUE,4.0
PED-0479,CLI-6554, Diego Souza,diego.souza56gmail.com,Samsung TV 55,Informatica,9,2605.69,0.1,2023-12-16,SP,PENDENTE,2.0
PED-0481,CLI-N/I,Elisa Ferreira,elisa.ferreira52@gmail.com,Samsung TV 55,Mobile,5,4931.41,0.18,2023-05-24,SP,ENTREGUE,0.0
PED-0482,CLI-1130,Bruno Costa,bruno.costa38@gmail.com,Teclado Mecanico,Eletronicos,7,2554.42,0.16,2023-02-28,RJ,CANCELADO,2.0
PED-0483,CLI-4268,Bruno Costa,bruno.costa41@gmail.com,Teclado Mecanico,Mobile,8,3230.3,0.05,2023-04-21,BA,DEVOLVIDO,0.0
PED-0484,CLI-6922,Bruno Costa,bruno.costa28gmail.com,Samsung TV 55,Mobile,3,3219.07,0.11,2024-01-25,SP,PENDENTE,2.0
PED-0485,CLI-5250,Ana Silva,ana.silva12@gmail.com,Samsung TV 55,Eletronicos,5,2055.09,0.08,2024-06-21,PR,ENTREGUE,6.0
PED-0486,CLI-4253, Diego Souza,diego.souza79@gmail.com,SSD 1TB,TV e Video,3,4829.67,0.01,2023-11-01,RJ,PENDENTE,3.0
PED-0487,CLI-N/I,Diego Souza,diego.souza54@gmail.com,SSD 1TB,Acessorios,2,3970.48,0.09,2024-04-06,SP,PENDENTE,4.0
PED-0489,CLI-2625,Bruno Costa,bruno.costa12@gmail.com,Samsung TV 55,TV e Video,10,855.15,0.2,2024-03-23,GO,ENTREGUE,0.0
PED-0491,CLI-N/I,Ana Silva,ana.silva20@gmail.com,Notebook Dell,Acessorios,4,2562.43,0.13,2024-02-29,RJ,PENDENTE,0.0
PED-0492,CLI-7396,Carla Mendes,carla.mendes52@gmail.com,Fone JBL,TV e Video,7,1003.67,0.04,2024-03-15,GO,CANCELADO,0.0
PED-0493,CLI-1420, Diego Souza,diego.souza20gmail.com,iPhone 14,TV e Video,7,4223.0,0.01,2023-11-27,RJ,PENDENTE,6.0
PED-0494,CLI-5505,Carla Mendes,carla.mendes81gmail.com,Teclado Mecanico,Informatica,4,3279.99,0.18,2024-01-23,RJ,ENTREGUE,2.0
PED-0495,CLI-1359,Bruno Costa,bruno.costa81gmail.com,Samsung TV 55,Acessorios,5,4478.29,0.25,2023-01-08,GO,PENDENTE,3.0
PED-0496,CLI-8928, Diego Souza,diego.souza70gmail.com,Samsung TV 55,Acessorios,1,4523.01,,2023-01-05,PR,ENTREGUE,0.0
PED-0497,CLI-4264,Fabio Lima,fabio.lima91@gmail.com,Samsung TV 55,Informatica,6,618.2,0.17,2023-10-05,RJ,DEVOLVIDO,4.0
PED-0498,CLI-8992,Bruno Costa,bruno.costa55@gmail.com,Mouse Logitech,Informatica,4,3450.93,0.24,2023-11-16,RS,ENTREGUE,0.0
PED-0500,CLI-4811,Ana Silva,ana.silva37@gmail.com,Teclado Mecanico,Informatica,6,655.4,0.29,2024-04-21,RJ,CANCELADO,2.0
PED-0501,CLI-3033, Diego Souza,diego.souza42@gmail.com,Webcam Logitech,Mobile,6,4076.3,0.01,2023-02-17,SP,CANCELADO,1.0
PED-0502,CLI-7800,Elisa Ferreira,elisa.ferreira41@gmail.com,Mouse Logitech,Informatica,7,233.19,,2023-01-17,RJ,PENDENTE,6.0
PED-0503,CLI-4708,Diego Souza,diego.souza93@gmail.com,iPhone 14,Acessorios,10,558.58,0.37,2023-11-27,RJ,ENTREGUE,5.0
PED-0504,CLI-3257,Bruno Costa,bruno.costa17@gmail.com,Notebook Dell,Eletronicos,1,4738.37,0.25,2024-01-24,SP,PENDENTE,0.0
PED-0505,CLI-6783,Diego Souza,diego.souza85@gmail.com,Tablet Samsung,Mobile,8,4882.93,0.03,2023-09-28,RJ,ENTREGUE,4.0
PED-0507,CLI-2755,Diego Souza,diego.souza03@gmail.com,Webcam Logitech,Informatica,2,1425.3,0.26,2023-04-15,SP,DEVOLVIDO,5.0
PED-0508,CLI-N/I,Ana Silva,ana.silva94@gmail.com,Monitor LG 24,Eletronicos,6,2185.79,0.07,2023-02-24,BA,PENDENTE,6.0
PED-0511,CLI-8763,Bruno Costa,,Webcam Logitech,Acessorios,1,928.7,0.33,2023-10-01,SP,CANCELADO,3.0
PED-0512,CLI-6968,Fabio Lima,fabio.lima39@gmail.com,iPhone 14,Eletronicos,5,4029.27,0.05,2023-09-21,SP,DEVOLVIDO,1.0
PED-0514,CLI-3014,Bruno Costa,bruno.costa73@gmail.com,Teclado Mecanico,Acessorios,7,2966.28,0.39,2024-06-16,PR,ENTREGUE,3.0
PED-0515,CLI-4560, Diego Souza,diego.souza16gmail.com,Samsung TV 55,TV e Video,5,3137.79,,2023-10-29,GO,PENDENTE,0.0
PED-0516,CLI-5764,Bruno Costa,bruno.costa46@gmail.com,Monitor LG 24,TV e Video,3,4770.74,0.16,2024-03-18,GO,PENDENTE,5.0
PED-0517,CLI-4268,Bruno Costa,bruno.costa39@gmail.com,Tablet Samsung,Acessorios,3,2841.34,0.15,2023-07-24,RJ,ENTREGUE,0.0
PED-0520,CLI-1105, Diego Souza,diego.souza89@gmail.com,Monitor LG 24,Informatica,9,3715.1,0.21,2023-08-06,MG,ENTREGUE,2.0
PED-0521,CLI-8194, Diego Souza,diego.souza16@gmail.com,Monitor LG 24,Mobile,7,325.48,0.33,2023-08-29,MG,ENTREGUE,3.0
PED-0522,CLI-7321,Bruno Costa,bruno.costa60@gmail.com,Monitor LG 24,Informatica,8,2428.31,0.18,2024-12-01,SP,CANCELADO,1.0
PED-0523,CLI-3593,Carla  Mendes,carla..mendes27@gmail.com,Notebook Dell,TV e Video,8,261.03,0.07,,GO,ENTREGUE,0.0
PED-0526,CLI-8168,Diego Souza,diego.souza26@gmail.com,Teclado Mecanico,TV e Video,1,4621.58,,2023-07-24,RJ,CANCELADO,2.0
PED-0527,CLI-4399,Bruno Costa,bruno.costa65@gmail.com,Samsung TV 55,Eletronicos,6,3883.21,0.32,2024-06-24,RJ,ENTREGUE,0.0
PED-0528,CLI-5749,Elisa Ferreira,elisa.ferreira50@gmail.com,Tablet Samsung,Eletronicos,3,3922.82,0.03,2023-12-05,MG,CANCELADO,0.0
PED-0529,CLI-6538,Diego Souza,diego.souza43@gmail.com,Monitor LG 24,Acessorios,7,3112.29,0.37,,BA,PENDENTE,1.0
PED-0530,CLI-2320,Bruno Costa,,iPhone 14,TV e Video,10,3530.3,0.2,2024-02-03,SP,DEVOLVIDO,0.0
PED-0531,CLI-1296,Ana Silva,ana.silva50@gmail.com,Fone JBL,Eletronicos,1,180.45,0.22,2024-01-24,GO,PENDENTE,2.0
PED-0532,CLI-9785,Ana Silva,ana.silva93@gmail.com,Teclado Mecanico,Acessorios,4,1748.47,0.18,2023-01-11,SP,ENTREGUE,0.0
PED-0533,CLI-6848,Diego Souza,diego.souza57@gmail.com,Fone JBL,Acessorios,3,3050.31,0.35,2023-09-14,RJ,CANCELADO,5.0
PED-0534,CLI-3246,Carla  Mendes,carla..mendes30@gmail.com,Monitor LG 24,TV e Video,2,317.29,0.29,2023-10-14,RJ,PENDENTE,1.0
PED-0535,CLI-7290,Ana Silva,ana.silva50@gmail.com,SSD 1TB,Mobile,2,155.38,0.26,2023-11-04,GO,ENTREGUE,5.0
PED-0537,CLI-5495,Diego Souza,diego.souza99@gmail.com,Tablet Samsung,TV e Video,5,854.62,0.25,2023-05-16,GO,ENTREGUE,5.0
PED-0538,CLI-1145,Fabio Lima,fabio.lima62@gmail.com,Tablet Samsung,Eletronicos,2,1569.13,0.23,,GO,ENTREGUE,0.0
PED-0539,CLI-1812,Ana Silva,ana.silva24@gmail.com,iPhone 14,Mobile,3,1327.13,0.02,2023-08-21,SP,PENDENTE,1.0
PED-0540,CLI-9305,Carla  Mendes,carla..mendes10@gmail.com,Mouse Logitech,Acessorios,1,3408.02,0.03,2023-08-29,RS,PENDENTE,5.0
PED-0541,CLI-N/I,Carla Mendes,carla.mendes76gmail.com,Teclado Mecanico,TV e Video,6,1708.18,0.38,,RS,PENDENTE,1.0
PED-0542,CLI-9646, Diego Souza,diego.souza61@gmail.com,Samsung TV 55,Mobile,2,4778.14,0.08,2024-04-03,RS,CANCELADO,4.0
PED-0543,CLI-9284,Fabio Lima,fabio.lima84@gmail.com,Teclado Mecanico,Informatica,8,1608.34,0.23,2024-02-24,GO,CANCELADO,3.0
PED-0544,CLI-9274, Diego Souza,diego.souza64@gmail.com,Fone JBL,Mobile,10,3346.22,0.01,2023-05-01,MG,DEVOLVIDO,5.0
PED-0545,CLI-9672,Ana Silva,ana.silva46@gmail.com,SSD 1TB,Eletronicos,3,4353.82,0.05,2023-03-16,BA,CANCELADO,0.0
PED-0546,CLI-5739,Carla Mendes,carla.mendes94@gmail.com,Tablet Samsung,Eletronicos,1,415.08,,2024-05-04,RJ,ENTREGUE,6.0
PED-0547,CLI-9481, Diego Souza,diego.souza66@gmail.com,SSD 1TB,Informatica,9,3626.54,0.13,,RS,PENDENTE,3.0
PED-0550,CLI-4644,Fabio Lima,fabio.lima21@gmail.com,Webcam Logitech,Mobile,5,479.98,0.28,2023-12-29,SP,ENTREGUE,1.0
PED-0553,CLI-5706,Bruno Costa,bruno.costa42@gmail.com,Mouse Logitech,Mobile,8,3993.89,0.38,2023-04-09,MG,DEVOLVIDO,0.0
PED-0554,CLI-6295,Fabio Lima,fabio.lima53@gmail.com,Samsung TV 55,Mobile,8,3025.24,0.36,2023-09-08,GO,CANCELADO,4.0
PED-0555,CLI-3117,Ana Silva,ana.silva93gmail.com,Notebook Dell,Acessorios,8,2078.57,0.36,2023-04-23,RJ,PENDENTE,0.0
PED-0559,CLI-8409,Ana Silva,ana.silva51@gmail.com,SSD 1TB,Acessorios,9,2557.64,0.26,2024-01-17,SP,ENTREGUE,2.0
PED-0561,CLI-2334,Ana Silva,ana.silva90gmail.com,SSD 1TB,TV e Video,8,1599.43,0.21,2024-10-06,SP,ENTREGUE,4.0
PED-0562,CLI-2926,Elisa Ferreira,elisa.ferreira93@gmail.com,iPhone 14,Eletronicos,7,2501.16,0.25,,RJ,PENDENTE,3.0
PED-0563,CLI-3217,Bruno Costa,bruno.costa02@gmail.com,Monitor LG 24,Informatica,10,4762.38,,2023-04-08,SP,ENTREGUE,4.0
PED-0564,CLI-4156,Ana Silva,ana.silva75@gmail.com,Monitor LG 24,Mobile,6,518.84,0.22,2023-08-20,GO,CANCELADO,4.0
PED-0566,CLI-5957,Bruno Costa,bruno.costa31@gmail.com,SSD 1TB,Eletronicos,6,435.05,0.14,2024-11-03,GO,DEVOLVIDO,0.0
PED-0567,CLI-5104,Carla  Mendes,carla..mendes56@gmail.com,Tablet Samsung,Informatica,3,4730.18,0.31,2024-03-28,RS,DEVOLVIDO,0.0
PED-0568,CLI-6085,Fabio Lima,,Monitor LG 24,Informatica,7,1902.32,0.26,2024-05-01,PR,ENTREGUE,0.0
PED-0571,CLI-4255,Ana Silva,ana.silva23@gmail.com,Notebook Dell,Eletronicos,4,4133.99,0.11,2024-03-30,SP,CANCELADO,0.0
PED-0572,CLI-1329,Ana Silva,ana.silva28@gmail.com,iPhone 14,TV e Video,8,486.4,0.12,2023-11-22,RJ,CANCELADO,4.0
PED-0573,CLI-5469,Carla Mendes,carla.mendes38@gmail.com,Samsung TV 55,Acessorios,1,1927.59,0.14,2024-02-28,RJ,DEVOLVIDO,0.0
PED-0574,CLI-5729,Carla  Mendes,carla..mendes71@gmail.com,Samsung TV 55,Eletronicos,10,1959.12,0.1,2023-12-22,RJ,CANCELADO,1.0
PED-0575,CLI-6879,Ana Silva,ana.silva21@gmail.com,Monitor LG 24,Informatica,8,742.09,0.07,2023-04-02,SP,ENTREGUE,3.0
PED-0576,CLI-5138, Diego Souza,diego.souza44@gmail.com,Samsung TV 55,Eletronicos,8,4055.65,0.31,2024-02-13,SP,CANCELADO,0.0
PED-0578,CLI-8152,Diego Souza,diego.souza20@gmail.com,Samsung TV 55,Mobile,1,3310.11,0.19,2023-07-09,RS,ENTREGUE,6.0
PED-0579,CLI-3187,Fabio Lima,fabio.lima37@gmail.com,Webcam Logitech,Informatica,8,3358.76,0.21,2023-09-04,GO,PENDENTE,1.0
PED-0580,CLI-3262,Ana Silva,ana.silva28@gmail.com,Tablet Samsung,Informatica,4,1877.21,0.17,2024-02-12,GO,ENTREGUE,0.0
PED-0581,CLI-6673,Bruno Costa,bruno.costa84@gmail.com,SSD 1TB,Eletronicos,5,4794.64,0.13,2023-04-19,SP,ENTREGUE,0.0
PED-0583,CLI-N/I,Bruno Costa,bruno.costa59@gmail.com,iPhone 14,Informatica,1,1718.72,0.1,,SP,PENDENTE,5.0
PED-0584,CLI-1599,Ana Silva,ana.silva32@gmail.com,Notebook Dell,TV e Video,5,934.7,0.25,2023-06-02,MG,ENTREGUE,5.0
PED-0585,CLI-N/I, Diego Souza,diego.souza93@gmail.com,SSD 1TB,TV e Video,4,4597.94,0.14,2024-04-14,GO,ENTREGUE,5.0
PED-0586,CLI-5967,Carla  Mendes,,Notebook Dell,Informatica,5,3621.89,0.09,2023-04-30,SP,DEVOLVIDO,5.0
PED-0587,CLI-1306,Carla Mendes,carla.mendes36@gmail.com,Samsung TV 55,Acessorios,9,3373.63,0.04,2023-10-07,SP,PENDENTE,0.0
PED-0588,CLI-1205,Fabio Lima,fabio.lima45@gmail.com,Tablet Samsung,Acessorios,10,4143.53,0.08,2024-03-02,RJ,DEVOLVIDO,0.0
PED-0589,CLI-6166,Bruno Costa,bruno.costa04@gmail.com,Notebook Dell,TV e Video,2,3175.35,0.23,2024-06-26,SP,PENDENTE,1.0
PED-0590,CLI-4462, Diego Souza,diego.souza38@gmail.com,Mouse Logitech,TV e Video,8,4948.92,0.22,2023-05-07,RJ,PENDENTE,4.0
PED-0591,CLI-7425,Ana Silva,ana.silva64@gmail.com,Tablet Samsung,Acessorios,6,3863.97,0.37,2023-11-22,SP,ENTREGUE,5.0
PED-0593,CLI-3870,Diego Souza,diego.souza42@gmail.com,Notebook Dell,TV e Video,7,2782.68,0.23,2024-01-13,SP,CANCELADO,6.0
PED-0594,CLI-N/I,Ana Silva,ana.silva88@gmail.com,Samsung TV 55,Mobile,9,3224.83,0.03,2023-06-13,SP,PENDENTE,5.0
PED-0595,CLI-1653,Carla  Mendes,carla..mendes81@gmail.com,Monitor LG 24,Eletronicos,10,3253.09,0.06,2023-03-03,RJ,ENTREGUE,2.0
PED-0596,CLI-8507,Bruno Costa,bruno.costa97@gmail.com,Teclado Mecanico,Mobile,6,752.65,0.13,2023-04-12,PR,DEVOLVIDO,5.0
PED-0597,CLI-3593,Elisa Ferreira,elisa.ferreira61@gmail.com,Tablet Samsung,Eletronicos,3,782.72,0.06,2024-07-01,MG,ENTREGUE,0.0
